train_name,train_number,current_station,next_station,distance_km,scheduled_travel_time_min,weather,congestion_level,historical_avg_delay_min,day_of_week,hour_of_day,actual_delay_min
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,60.1,60.1,Clear,Medium,18.9,Tue,17,14.8
Shatabdi Express,12009,New Delhi,Kota Jn,62.6,62.6,Clear,Low,4.2,Thu,8,0.1
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,120.4,120.4,Clear,High,18.9,Thu,0,25.6
Tejas Express,22119,Kota Jn,Ratlam Jn,69.5,69.5,Clear,Low,4.1,Sun,3,0.8
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,85.9,85.9,Clear,Medium,3.3,Thu,23,8.8
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,74.0,74.0,Clear,Low,10.1,Fri,3,4.8
Tejas Express,22119,New Delhi,Kota Jn,20.9,20.9,Rain,Low,17.1,Wed,2,15.1
Tejas Express,22119,Ratlam Jn,Vadodara Jn,49.8,49.8,Fog,Medium,16.2,Mon,8,36.9
Shatabdi Express,12009,New Delhi,Kota Jn,38.3,38.3,Clear,Medium,2.6,Sat,15,7.9
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,97.5,97.5,Clear,Medium,5.9,Sun,5,14.1
Tejas Express,22119,Kota Jn,Ratlam Jn,42.7,42.7,Clear,Low,16.2,Wed,3,9.8
August Kranti Rajdhani,12953,New Delhi,Kota Jn,84.7,84.7,Clear,Medium,18.2,Wed,0,16.8
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,23.7,23.7,Clear,Medium,2.9,Fri,12,10.5
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,33.0,33.0,Clear,Low,8.4,Thu,14,0.0
Tejas Express,22119,Surat,Mumbai Central,77.3,77.3,Rain,Medium,0.0,Wed,4,17.8
Shatabdi Express,12009,Surat,Mumbai Central,67.5,67.5,Fog,Medium,9.6,Sun,18,32.3
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,48.5,48.5,Clear,High,4.5,Mon,22,18.1
Tejas Express,22119,Ratlam Jn,Vadodara Jn,135.3,135.3,Clear,Low,3.7,Wed,22,3.5
Tejas Express,22119,Surat,Mumbai Central,87.6,87.6,Clear,High,15.2,Thu,11,23.9
August Kranti Rajdhani,12953,Surat,Mumbai Central,115.7,115.7,Rain,Medium,16.0,Sun,6,27.3
August Kranti Rajdhani,12953,New Delhi,Kota Jn,38.6,38.6,Clear,Medium,3.2,Fri,15,9.8
Tejas Express,22119,Ratlam Jn,Vadodara Jn,44.4,44.4,Rain,High,8.1,Thu,19,36.9
Shatabdi Express,12009,Surat,Mumbai Central,77.2,77.2,Fog,Medium,10.3,Tue,8,28.5
Shatabdi Express,12009,Vadodara Jn,Surat,120.4,120.4,Clear,Low,17.1,Wed,2,11.2
Shatabdi Express,12009,Vadodara Jn,Surat,103.5,103.5,Heavy Rain,Low,4.5,Mon,3,26.9
Shatabdi Express,12009,Kota Jn,Ratlam Jn,133.5,133.5,Clear,Low,19.7,Sun,16,5.6
August Kranti Rajdhani,12953,Vadodara Jn,Surat,126.6,126.6,Rain,Medium,2.8,Sun,0,21.2
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,88.3,88.3,Fog,Medium,10.6,Fri,11,25.8
August Kranti Rajdhani,12953,Surat,Mumbai Central,41.7,41.7,Clear,Medium,12.7,Tue,22,20.0
August Kranti Rajdhani,12953,Surat,Mumbai Central,142.5,142.5,Fog,High,5.6,Thu,9,42.4
Tejas Express,22119,Surat,Mumbai Central,146.4,146.4,Rain,Low,2.7,Mon,2,13.8
Shatabdi Express,12009,Surat,Mumbai Central,106.9,106.9,Clear,Medium,11.9,Sun,13,11.6
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,82.5,82.5,Clear,High,19.5,Thu,5,34.5
Tejas Express,22119,Vadodara Jn,Surat,96.9,96.9,Clear,Low,4.5,Tue,12,6.8
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,142.8,142.8,Clear,Low,13.4,Mon,20,9.3
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,60.5,60.5,Clear,Medium,9.4,Wed,3,16.3
Tejas Express,22119,Kota Jn,Ratlam Jn,29.2,29.2,Heavy Rain,High,6.8,Mon,12,46.1
Shatabdi Express,12009,New Delhi,Kota Jn,101.5,101.5,Clear,Low,14.2,Thu,9,10.8
August Kranti Rajdhani,12953,Surat,Mumbai Central,33.4,33.4,Heavy Rain,Medium,12.0,Sun,21,39.6
Tejas Express,22119,Vadodara Jn,Surat,74.8,74.8,Fog,High,5.6,Wed,8,40.0
Shatabdi Express,12009,Vadodara Jn,Surat,106.7,106.7,Clear,Low,0.3,Thu,7,2.2
Tejas Express,22119,Kota Jn,Ratlam Jn,96.8,96.8,Fog,Low,15.6,Fri,19,24.9
Tejas Express,22119,Surat,Mumbai Central,87.5,87.5,Rain,Low,12.0,Sun,20,14.9
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,32.3,32.3,Heavy Rain,Low,11.6,Fri,13,32.9
Tejas Express,22119,New Delhi,Kota Jn,65.1,65.1,Fog,High,11.5,Thu,20,41.0
Tejas Express,22119,New Delhi,Kota Jn,48.1,48.1,Clear,Medium,6.6,Thu,0,11.2
Tejas Express,22119,Ratlam Jn,Vadodara Jn,66.6,66.6,Fog,Low,19.3,Sun,1,22.4
Shatabdi Express,12009,Vadodara Jn,Surat,110.9,110.9,Fog,Medium,3.2,Sun,17,27.2
Shatabdi Express,12009,Vadodara Jn,Surat,117.9,117.9,Fog,Low,10.0,Wed,19,15.9
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,127.7,127.7,Clear,Medium,12.8,Thu,20,14.5
August Kranti Rajdhani,12953,Vadodara Jn,Surat,46.3,46.3,Rain,Low,6.7,Wed,5,10.8
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,22.1,22.1,Clear,Low,10.1,Wed,17,6.4
August Kranti Rajdhani,12953,Vadodara Jn,Surat,100.4,100.4,Clear,Low,14.2,Sat,12,11.2
Shatabdi Express,12009,Kota Jn,Ratlam Jn,113.1,113.1,Clear,Low,18.4,Sat,9,5.2
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,149.9,149.9,Clear,Low,11.0,Wed,0,7.2
Tejas Express,22119,Kota Jn,Ratlam Jn,128.3,128.3,Heavy Rain,Low,4.5,Tue,4,28.8
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,51.7,51.7,Clear,Medium,16.8,Fri,18,17.5
August Kranti Rajdhani,12953,Vadodara Jn,Surat,44.2,44.2,Clear,Low,11.5,Thu,23,9.8
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,124.4,124.4,Clear,Low,18.0,Wed,17,13.4
Shatabdi Express,12009,New Delhi,Kota Jn,144.6,144.6,Clear,High,19.7,Fri,18,27.4
August Kranti Rajdhani,12953,New Delhi,Kota Jn,147.5,147.5,Fog,Medium,9.5,Sun,19,27.9
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,113.3,113.3,Fog,Medium,19.7,Fri,1,34.6
Tejas Express,22119,Surat,Mumbai Central,76.9,76.9,Clear,Low,19.9,Thu,17,5.1
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,82.0,82.0,Fog,Low,7.1,Wed,18,23.1
Shatabdi Express,12009,New Delhi,Kota Jn,112.8,112.8,Clear,Medium,18.9,Tue,21,24.4
Tejas Express,22119,Ratlam Jn,Vadodara Jn,90.0,90.0,Fog,Low,11.4,Thu,4,24.5
Shatabdi Express,12009,New Delhi,Kota Jn,146.2,146.2,Clear,Medium,11.7,Mon,19,18.6
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,73.8,73.8,Clear,Low,19.6,Tue,5,12.5
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,114.7,114.7,Clear,Low,8.1,Sat,12,6.0
Tejas Express,22119,Vadodara Jn,Surat,110.5,110.5,Clear,Low,1.9,Sat,13,0.0
Shatabdi Express,12009,Vadodara Jn,Surat,31.8,31.8,Clear,Low,7.0,Mon,10,5.0
Tejas Express,22119,New Delhi,Kota Jn,88.1,88.1,Clear,Medium,19.6,Wed,3,15.4
August Kranti Rajdhani,12953,New Delhi,Kota Jn,145.3,145.3,Clear,Low,7.7,Fri,18,0.0
Shatabdi Express,12009,New Delhi,Kota Jn,144.2,144.2,Clear,Medium,3.6,Wed,3,9.0
August Kranti Rajdhani,12953,Surat,Mumbai Central,68.6,68.6,Clear,Low,16.9,Fri,4,11.1
Tejas Express,22119,New Delhi,Kota Jn,100.9,100.9,Rain,High,15.9,Wed,9,32.2
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,108.8,108.8,Clear,Low,2.0,Tue,19,0.0
Shatabdi Express,12009,Vadodara Jn,Surat,140.7,140.7,Clear,Low,9.0,Fri,2,0.7
Shatabdi Express,12009,Kota Jn,Ratlam Jn,67.5,67.5,Clear,Medium,3.8,Wed,1,10.9
Tejas Express,22119,Surat,Mumbai Central,32.8,32.8,Clear,Medium,6.4,Fri,22,13.5
Tejas Express,22119,Surat,Mumbai Central,103.6,103.6,Clear,Low,15.3,Sat,13,5.6
Tejas Express,22119,Vadodara Jn,Surat,69.0,69.0,Clear,Low,6.4,Thu,9,3.0
Tejas Express,22119,Ratlam Jn,Vadodara Jn,120.2,120.2,Fog,Medium,0.8,Wed,18,29.9
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,116.1,116.1,Clear,Low,6.1,Fri,1,0.0
Tejas Express,22119,Surat,Mumbai Central,88.1,88.1,Clear,Low,14.0,Mon,14,11.1
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,112.6,112.6,Clear,Low,4.1,Mon,1,3.4
Tejas Express,22119,Kota Jn,Ratlam Jn,137.0,137.0,Clear,Low,18.1,Sun,10,10.7
August Kranti Rajdhani,12953,Vadodara Jn,Surat,127.5,127.5,Clear,Medium,0.9,Tue,19,6.8
Shatabdi Express,12009,Vadodara Jn,Surat,108.5,108.5,Fog,High,6.2,Sat,23,42.5
Shatabdi Express,12009,Vadodara Jn,Surat,109.7,109.7,Clear,Low,5.6,Sun,15,6.8
Shatabdi Express,12009,Surat,Mumbai Central,21.4,21.4,Fog,Low,15.3,Sat,7,18.9
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,35.0,35.0,Rain,Low,3.7,Sat,8,8.2
Tejas Express,22119,Ratlam Jn,Vadodara Jn,89.7,89.7,Clear,Medium,2.2,Sun,6,7.3
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,130.0,130.0,Clear,Medium,0.7,Mon,7,10.2
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,44.0,44.0,Fog,Medium,4.8,Thu,23,28.6
August Kranti Rajdhani,12953,Vadodara Jn,Surat,97.6,97.6,Clear,High,15.3,Tue,23,24.5
Shatabdi Express,12009,New Delhi,Kota Jn,93.9,93.9,Rain,Low,19.0,Wed,14,21.7
August Kranti Rajdhani,12953,New Delhi,Kota Jn,70.9,70.9,Clear,Low,1.3,Tue,10,0.0
Tejas Express,22119,New Delhi,Kota Jn,133.3,133.3,Clear,Low,10.6,Tue,17,5.9
Shatabdi Express,12009,New Delhi,Kota Jn,34.5,34.5,Clear,Medium,0.3,Sat,10,12.4
Shatabdi Express,12009,New Delhi,Kota Jn,38.7,38.7,Clear,Low,7.6,Sun,12,4.4
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,119.1,119.1,Clear,Medium,0.4,Thu,18,13.4
Tejas Express,22119,Ratlam Jn,Vadodara Jn,109.1,109.1,Clear,High,4.8,Wed,11,22.3
Tejas Express,22119,Vadodara Jn,Surat,139.5,139.5,Clear,Medium,7.2,Sat,23,10.0
August Kranti Rajdhani,12953,Vadodara Jn,Surat,149.9,149.9,Rain,Low,0.4,Tue,1,11.3
Tejas Express,22119,Vadodara Jn,Surat,112.4,112.4,Clear,Low,8.0,Wed,6,7.4
Tejas Express,22119,Vadodara Jn,Surat,134.9,134.9,Clear,Low,19.0,Wed,10,9.1
Tejas Express,22119,Kota Jn,Ratlam Jn,114.0,114.0,Clear,Low,3.8,Sun,23,0.0
Shatabdi Express,12009,Vadodara Jn,Surat,91.3,91.3,Fog,Low,12.9,Tue,15,18.6
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,104.8,104.8,Clear,Medium,15.5,Mon,6,18.9
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,91.7,91.7,Clear,Low,10.4,Thu,0,2.0
August Kranti Rajdhani,12953,Vadodara Jn,Surat,93.8,93.8,Clear,High,13.6,Sat,12,29.5
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,73.5,73.5,Clear,High,2.6,Wed,19,25.6
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,122.3,122.3,Clear,Low,17.2,Sun,2,4.1
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,46.4,46.4,Clear,Low,16.8,Wed,18,7.0
Tejas Express,22119,Vadodara Jn,Surat,64.0,64.0,Clear,Low,16.0,Tue,5,4.6
Tejas Express,22119,New Delhi,Kota Jn,89.2,89.2,Fog,Low,11.0,Wed,22,20.2
August Kranti Rajdhani,12953,New Delhi,Kota Jn,106.3,106.3,Clear,Low,15.1,Thu,15,3.9
Tejas Express,22119,Vadodara Jn,Surat,42.2,42.2,Clear,Medium,16.4,Fri,18,22.5
August Kranti Rajdhani,12953,Vadodara Jn,Surat,136.2,136.2,Heavy Rain,High,11.3,Mon,11,54.5
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,37.5,37.5,Clear,Low,3.0,Sun,21,6.4
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,58.0,58.0,Fog,Medium,7.1,Thu,0,33.4
Tejas Express,22119,Kota Jn,Ratlam Jn,67.5,67.5,Clear,Medium,19.6,Mon,15,23.8
Shatabdi Express,12009,Kota Jn,Ratlam Jn,26.8,26.8,Clear,Low,9.0,Mon,8,3.8
Tejas Express,22119,New Delhi,Kota Jn,63.3,63.3,Clear,High,18.5,Fri,0,24.4
Shatabdi Express,12009,Vadodara Jn,Surat,46.0,46.0,Clear,Low,13.9,Thu,10,4.7
Shatabdi Express,12009,Surat,Mumbai Central,131.0,131.0,Fog,Low,6.8,Sat,8,22.8
August Kranti Rajdhani,12953,Vadodara Jn,Surat,56.6,56.6,Clear,Low,13.4,Wed,16,9.8
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,125.4,125.4,Rain,Low,1.5,Tue,18,7.5
August Kranti Rajdhani,12953,New Delhi,Kota Jn,132.3,132.3,Clear,Low,16.1,Fri,2,11.8
August Kranti Rajdhani,12953,Surat,Mumbai Central,101.4,101.4,Rain,Low,17.5,Mon,19,19.6
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,111.5,111.5,Clear,Medium,1.6,Mon,0,6.7
Tejas Express,22119,Kota Jn,Ratlam Jn,47.3,47.3,Fog,Low,12.5,Sun,6,18.1
Tejas Express,22119,Surat,Mumbai Central,111.8,111.8,Clear,Medium,11.8,Thu,5,19.5
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,42.9,42.9,Clear,Low,10.8,Sat,3,10.1
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,44.3,44.3,Clear,High,3.2,Fri,9,23.0
Tejas Express,22119,Surat,Mumbai Central,103.3,103.3,Clear,Low,6.9,Mon,20,0.9
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,118.1,118.1,Clear,Low,6.9,Fri,13,5.8
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,21.6,21.6,Fog,Low,11.8,Wed,22,25.1
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,54.1,54.1,Rain,Low,14.8,Thu,9,15.2
Tejas Express,22119,Ratlam Jn,Vadodara Jn,91.0,91.0,Fog,Low,3.4,Thu,14,18.6
Tejas Express,22119,Ratlam Jn,Vadodara Jn,140.0,140.0,Rain,High,9.3,Thu,4,36.6
August Kranti Rajdhani,12953,Vadodara Jn,Surat,74.5,74.5,Clear,Low,6.3,Sat,4,8.1
Tejas Express,22119,Ratlam Jn,Vadodara Jn,21.8,21.8,Fog,Medium,3.5,Tue,6,27.6
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,70.9,70.9,Clear,Low,0.4,Wed,17,0.0
Shatabdi Express,12009,Kota Jn,Ratlam Jn,44.7,44.7,Fog,Low,8.7,Thu,21,22.9
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,145.0,145.0,Clear,Low,9.5,Tue,16,2.6
Tejas Express,22119,Kota Jn,Ratlam Jn,74.1,74.1,Clear,Low,3.2,Sat,19,2.9
Tejas Express,22119,Surat,Mumbai Central,35.8,35.8,Clear,Low,14.5,Sun,4,10.3
Shatabdi Express,12009,Surat,Mumbai Central,146.2,146.2,Clear,Low,8.3,Wed,22,1.3
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,102.4,102.4,Rain,Low,5.6,Sun,10,9.2
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,145.5,145.5,Fog,Medium,18.2,Fri,7,36.2
August Kranti Rajdhani,12953,Vadodara Jn,Surat,93.2,93.2,Rain,Low,17.6,Tue,19,15.6
Shatabdi Express,12009,New Delhi,Kota Jn,88.8,88.8,Clear,High,18.9,Mon,14,31.8
Tejas Express,22119,Kota Jn,Ratlam Jn,122.9,122.9,Clear,Low,17.0,Tue,7,4.1
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,66.3,66.3,Fog,Medium,15.7,Thu,10,37.5
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,144.5,144.5,Clear,Low,14.7,Tue,16,9.8
Shatabdi Express,12009,Kota Jn,Ratlam Jn,122.8,122.8,Clear,Medium,0.2,Tue,9,7.7
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,104.7,104.7,Fog,Low,9.3,Tue,14,23.8
Tejas Express,22119,Surat,Mumbai Central,40.4,40.4,Clear,Low,18.7,Tue,22,8.9
Tejas Express,22119,Ratlam Jn,Vadodara Jn,41.2,41.2,Clear,High,2.5,Fri,15,24.9
Shatabdi Express,12009,Kota Jn,Ratlam Jn,61.0,61.0,Fog,Medium,12.6,Thu,5,32.8
Shatabdi Express,12009,Surat,Mumbai Central,128.7,128.7,Clear,Low,11.3,Fri,1,6.4
August Kranti Rajdhani,12953,Vadodara Jn,Surat,28.3,28.3,Clear,Low,10.5,Tue,2,9.7
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,64.0,64.0,Clear,Medium,9.8,Fri,13,15.4
Tejas Express,22119,Kota Jn,Ratlam Jn,91.3,91.3,Clear,Low,3.2,Sun,8,4.2
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,27.3,27.3,Fog,Low,12.9,Thu,1,23.4
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,118.6,118.6,Rain,High,2.8,Thu,20,27.6
Tejas Express,22119,New Delhi,Kota Jn,86.3,86.3,Clear,Low,14.3,Mon,1,6.2
August Kranti Rajdhani,12953,Surat,Mumbai Central,24.7,24.7,Clear,Low,7.0,Wed,16,0.0
August Kranti Rajdhani,12953,Vadodara Jn,Surat,47.7,47.7,Clear,High,14.9,Fri,11,25.2
Tejas Express,22119,Kota Jn,Ratlam Jn,128.5,128.5,Fog,Low,3.9,Thu,3,20.9
Shatabdi Express,12009,Vadodara Jn,Surat,23.7,23.7,Fog,Medium,10.2,Tue,3,29.2
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,124.6,124.6,Fog,High,4.0,Sat,9,37.7
August Kranti Rajdhani,12953,Surat,Mumbai Central,126.3,126.3,Clear,Low,12.5,Sun,8,7.0
August Kranti Rajdhani,12953,Surat,Mumbai Central,23.1,23.1,Clear,Medium,17.2,Sat,12,15.7
Shatabdi Express,12009,Vadodara Jn,Surat,147.9,147.9,Fog,Low,9.8,Wed,21,20.5
August Kranti Rajdhani,12953,New Delhi,Kota Jn,100.1,100.1,Rain,High,12.4,Wed,0,37.8
Shatabdi Express,12009,Vadodara Jn,Surat,69.6,69.6,Clear,Low,1.1,Tue,13,0.0
Shatabdi Express,12009,New Delhi,Kota Jn,56.4,56.4,Fog,Low,0.7,Tue,8,11.6
Tejas Express,22119,Kota Jn,Ratlam Jn,35.6,35.6,Fog,High,15.9,Thu,5,46.8
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,31.2,31.2,Clear,High,11.6,Wed,0,26.4
Tejas Express,22119,New Delhi,Kota Jn,115.1,115.1,Clear,Low,13.6,Thu,13,2.1
Tejas Express,22119,Vadodara Jn,Surat,42.8,42.8,Clear,High,13.1,Wed,22,31.1
Shatabdi Express,12009,Vadodara Jn,Surat,46.4,46.4,Clear,Medium,19.3,Sat,14,16.5
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,133.6,133.6,Rain,Low,19.0,Tue,22,17.4
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,67.3,67.3,Clear,Low,9.4,Sat,11,1.3
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,115.6,115.6,Clear,Low,8.0,Wed,9,3.7
August Kranti Rajdhani,12953,Vadodara Jn,Surat,107.8,107.8,Clear,High,1.7,Tue,10,18.4
Shatabdi Express,12009,Vadodara Jn,Surat,78.6,78.6,Clear,Medium,17.8,Sun,20,17.3
August Kranti Rajdhani,12953,Surat,Mumbai Central,64.4,64.4,Fog,Medium,17.0,Sun,6,34.2
Tejas Express,22119,New Delhi,Kota Jn,127.0,127.0,Rain,High,10.9,Fri,0,33.7
Shatabdi Express,12009,Surat,Mumbai Central,106.4,106.4,Clear,Low,14.2,Mon,10,5.4
Shatabdi Express,12009,Surat,Mumbai Central,141.8,141.8,Clear,Medium,4.4,Thu,22,10.7
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,103.3,103.3,Clear,Medium,17.9,Mon,16,15.8
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,38.8,38.8,Clear,High,4.8,Sun,6,21.5
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,23.1,23.1,Clear,Low,3.7,Mon,2,4.7
Shatabdi Express,12009,Vadodara Jn,Surat,143.6,143.6,Clear,Low,8.1,Wed,10,6.0
Tejas Express,22119,Ratlam Jn,Vadodara Jn,47.1,47.1,Clear,Medium,9.6,Mon,21,15.9
Tejas Express,22119,New Delhi,Kota Jn,85.0,85.0,Clear,Low,9.5,Sun,17,7.8
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,109.5,109.5,Fog,Low,19.4,Mon,12,24.6
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,118.7,118.7,Clear,Low,1.8,Sun,22,0.0
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,69.4,69.4,Clear,Medium,9.4,Fri,22,12.9
Tejas Express,22119,Kota Jn,Ratlam Jn,99.8,99.8,Clear,Medium,11.9,Mon,16,17.8
Tejas Express,22119,New Delhi,Kota Jn,85.3,85.3,Clear,Medium,7.8,Sat,23,18.1
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,96.1,96.1,Fog,Low,18.0,Tue,1,21.9
Shatabdi Express,12009,Surat,Mumbai Central,63.1,63.1,Clear,Low,16.7,Thu,7,5.3
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,120.8,120.8,Rain,High,15.4,Tue,7,31.1
Shatabdi Express,12009,Surat,Mumbai Central,129.9,129.9,Clear,Low,14.0,Mon,5,11.1
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,116.2,116.2,Rain,Medium,8.8,Sat,13,21.1
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,136.7,136.7,Clear,Medium,8.4,Thu,17,9.5
Tejas Express,22119,New Delhi,Kota Jn,28.5,28.5,Clear,High,7.2,Tue,4,22.6
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,41.1,41.1,Clear,Medium,8.9,Wed,17,19.4
Shatabdi Express,12009,Vadodara Jn,Surat,28.7,28.7,Fog,Low,8.3,Tue,6,19.8
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,37.3,37.3,Fog,Low,1.2,Mon,16,18.5
Shatabdi Express,12009,Surat,Mumbai Central,89.0,89.0,Clear,Medium,6.4,Thu,6,10.6
August Kranti Rajdhani,12953,Vadodara Jn,Surat,82.2,82.2,Clear,Low,11.1,Sun,2,6.8
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,131.5,131.5,Clear,Medium,9.6,Mon,18,19.7
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,101.5,101.5,Clear,Medium,18.8,Thu,1,22.7
Tejas Express,22119,New Delhi,Kota Jn,133.2,133.2,Fog,Low,13.4,Thu,14,26.0
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,82.3,82.3,Rain,Medium,8.1,Sat,5,25.8
August Kranti Rajdhani,12953,Surat,Mumbai Central,87.8,87.8,Clear,Low,12.0,Fri,2,5.2
August Kranti Rajdhani,12953,New Delhi,Kota Jn,68.0,68.0,Clear,Low,16.1,Wed,17,12.2
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,131.2,131.2,Clear,Low,15.1,Fri,22,10.9
August Kranti Rajdhani,12953,Vadodara Jn,Surat,63.8,63.8,Fog,High,10.7,Mon,8,41.6
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,133.7,133.7,Clear,Low,18.5,Tue,18,7.5
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,146.4,146.4,Clear,Low,13.5,Fri,13,4.5
August Kranti Rajdhani,12953,Surat,Mumbai Central,135.8,135.8,Clear,Medium,5.9,Wed,22,14.8
Shatabdi Express,12009,Kota Jn,Ratlam Jn,123.7,123.7,Clear,Low,14.5,Sat,7,11.1
August Kranti Rajdhani,12953,Surat,Mumbai Central,122.7,122.7,Rain,Low,12.9,Tue,12,14.4
Tejas Express,22119,Ratlam Jn,Vadodara Jn,141.2,141.2,Clear,Low,5.1,Mon,12,0.0
Tejas Express,22119,New Delhi,Kota Jn,28.7,28.7,Rain,Low,9.9,Fri,18,17.2
Shatabdi Express,12009,Surat,Mumbai Central,93.8,93.8,Clear,Low,8.6,Fri,3,9.1
Tejas Express,22119,Vadodara Jn,Surat,70.3,70.3,Clear,Low,7.2,Mon,1,6.6
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,34.0,34.0,Clear,Low,1.9,Thu,6,3.3
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,27.8,27.8,Clear,High,14.4,Tue,7,25.0
August Kranti Rajdhani,12953,Surat,Mumbai Central,98.5,98.5,Fog,High,7.1,Mon,17,35.9
Shatabdi Express,12009,Kota Jn,Ratlam Jn,42.3,42.3,Heavy Rain,Low,10.8,Tue,2,25.6
Shatabdi Express,12009,Vadodara Jn,Surat,36.2,36.2,Clear,Low,4.8,Tue,7,3.5
Shatabdi Express,12009,New Delhi,Kota Jn,20.4,20.4,Fog,Low,17.2,Thu,6,27.1
August Kranti Rajdhani,12953,New Delhi,Kota Jn,130.1,130.1,Clear,Low,3.0,Sun,19,5.4
Tejas Express,22119,New Delhi,Kota Jn,90.4,90.4,Clear,High,9.8,Fri,10,27.8
Shatabdi Express,12009,New Delhi,Kota Jn,84.9,84.9,Fog,Medium,12.1,Sat,2,29.8
Tejas Express,22119,Kota Jn,Ratlam Jn,122.4,122.4,Clear,Low,8.1,Wed,7,1.5
Tejas Express,22119,Surat,Mumbai Central,134.1,134.1,Heavy Rain,Medium,11.3,Mon,14,42.1
